algorithm,num_layers,hidden_size,train_size,seed,epoch,train_loss,test_acc,wall_time_s
BP,4,256,5000,2,30,0.028144,0.9361,16.65
BP,6,256,100,0,1,2.281665,0.2171,0.33
BP,6,256,100,0,2,2.11171,0.378,0.65
BP,6,256,100,0,3,1.725635,0.492,0.98
BP,6,256,100,0,4,1.36977,0.5445,1.31
BP,6,256,100,0,5,1.002892,0.6217,1.64
BP,6,256,100,0,6,0.695135,0.6498,1.96
BP,6,256,100,0,7,0.484666,0.6739,2.29
BP,6,256,100,0,8,0.358146,0.6851,2.61
BP,6,256,100,0,9,0.223076,0.686,2.94
BP,6,256,100,0,10,0.149269,0.6782,3.27
BP,6,256,100,0,11,0.104521,0.6699,3.6
BP,6,256,100,0,12,0.066807,0.6697,3.93
BP,6,256,100,0,13,0.044205,0.6731,4.26
BP,6,256,100,0,14,0.030818,0.6724,4.58
BP,6,256,100,0,15,0.022935,0.673,4.91
BP,6,256,100,0,16,0.017116,0.6751,5.24
BP,6,256,100,0,17,0.012903,0.6744,5.57
BP,6,256,100,0,18,0.010882,0.6739,5.9
BP,6,256,100,0,19,0.009052,0.6751,6.23
BP,6,256,100,0,20,0.007744,0.6767,6.56
BP,6,256,100,0,21,0.006634,0.6781,6.88
BP,6,256,100,0,22,0.005827,0.6781,7.21
BP,6,256,100,0,23,0.005151,0.6798,7.54
BP,6,256,100,0,24,0.004564,0.6802,7.87
BP,6,256,100,0,25,0.004249,0.6816,8.2
BP,6,256,100,0,26,0.003873,0.6825,8.53
BP,6,256,100,0,27,0.003558,0.6819,8.86
BP,6,256,100,0,28,0.003314,0.6814,9.19
BP,6,256,100,0,29,0.003174,0.6813,9.52
BP,6,256,100,0,30,0.002986,0.681,9.85
BP,6,256,100,1,1,2.273125,0.4085,0.33
BP,6,256,100,1,2,2.045085,0.5065,0.66
BP,6,256,100,1,3,1.599133,0.5255,0.99
BP,6,256,100,1,4,1.179709,0.5566,1.33
BP,6,256,100,1,5,0.856703,0.5542,1.66
BP,6,256,100,1,6,0.630574,0.585,2.0
BP,6,256,100,1,7,0.479342,0.6171,2.33
BP,6,256,100,1,8,0.389018,0.6228,2.66
BP,6,256,100,1,9,0.274752,0.6205,3.0
BP,6,256,100,1,10,0.212815,0.6649,3.33
BP,6,256,100,1,11,0.132362,0.6758,3.67
BP,6,256,100,1,12,0.114177,0.6837,4.0
BP,6,256,100,1,13,0.062264,0.6863,4.34
BP,6,256,100,1,14,0.052887,0.6931,4.68
BP,6,256,100,1,15,0.03093,0.6934,5.02
BP,6,256,100,1,16,0.024566,0.6815,5.37
BP,6,256,100,1,17,0.022254,0.6906,5.71
BP,6,256,100,1,18,0.015978,0.7033,6.05
BP,6,256,100,1,19,0.012658,0.7099,6.39
BP,6,256,100,1,20,0.010454,0.7151,6.73
BP,6,256,100,1,21,0.008847,0.7127,7.06
BP,6,256,100,1,22,0.007748,0.7133,7.4
BP,6,256,100,1,23,0.006683,0.715,7.74
BP,6,256,100,1,24,0.005865,0.7145,8.07
BP,6,256,100,1,25,0.005378,0.715,8.41
BP,6,256,100,1,26,0.004963,0.7145,8.75
BP,6,256,100,1,27,0.004491,0.7122,9.09
BP,6,256,100,1,28,0.004052,0.7107,9.43
BP,6,256,100,1,29,0.003884,0.7096,9.77
BP,6,256,100,1,30,0.003578,0.7086,10.11
BP,6,256,100,2,1,2.268082,0.2832,0.34
BP,6,256,100,2,2,1.978741,0.3626,0.68
BP,6,256,100,2,3,1.573633,0.4297,1.02
BP,6,256,100,2,4,1.22243,0.5531,1.36
BP,6,256,100,2,5,0.967126,0.6122,1.71
BP,6,256,100,2,6,0.711187,0.638,2.05
BP,6,256,100,2,7,0.602799,0.6722,2.39
BP,6,256,100,2,8,0.389382,0.657,2.73
BP,6,256,100,2,9,0.351491,0.6644,3.07
BP,6,256,100,2,10,0.237444,0.6672,3.42
BP,6,256,100,2,11,0.171211,0.6734,3.76
BP,6,256,100,2,12,0.128036,0.699,4.1
BP,6,256,100,2,13,0.074142,0.6968,4.45
BP,6,256,100,2,14,0.063882,0.7001,4.79
BP,6,256,100,2,15,0.037831,0.6922,5.14
BP,6,256,100,2,16,0.029476,0.6841,5.48
BP,6,256,100,2,17,0.02579,0.6834,5.83
BP,6,256,100,2,18,0.019676,0.6898,6.18
BP,6,256,100,2,19,0.015302,0.6966,6.52
BP,6,256,100,2,20,0.012787,0.7007,6.87
BP,6,256,100,2,21,0.010405,0.7039,7.22
BP,6,256,100,2,22,0.009557,0.7053,7.57
BP,6,256,100,2,23,0.008358,0.7076,7.93
BP,6,256,100,2,24,0.007031,0.7063,8.29
BP,6,256,100,2,25,0.006202,0.7068,8.64
BP,6,256,100,2,26,0.005742,0.7074,9.0
BP,6,256,100,2,27,0.005297,0.7064,9.35
BP,6,256,100,2,28,0.004794,0.7077,9.72
BP,6,256,100,2,29,0.004475,0.7085,10.08
BP,6,256,100,2,30,0.004325,0.7094,10.44
BP,6,256,500,0,1,1.971375,0.5944,0.38
BP,6,256,500,0,2,1.008783,0.6877,0.76
BP,6,256,500,0,3,0.666246,0.7227,1.16
BP,6,256,500,0,4,0.461226,0.7782,1.54
BP,6,256,500,0,5,0.347739,0.8097,1.92
BP,6,256,500,0,6,0.267905,0.7841,2.31
BP,6,256,500,0,7,0.274159,0.8038,2.7
BP,6,256,500,0,8,0.237751,0.7853,3.08
BP,6,256,500,0,9,0.187066,0.8036,3.47
BP,6,256,500,0,10,0.111529,0.8145,3.86
BP,6,256,500,0,11,0.093686,0.8409,4.24
BP,6,256,500,0,12,0.063869,0.8449,4.64
BP,6,256,500,0,13,0.046138,0.8203,5.03
BP,6,256,500,0,14,0.065017,0.8406,5.42
BP,6,256,500,0,15,0.025061,0.8425,5.81
BP,6,256,500,0,16,0.02069,0.8456,6.23
BP,6,256,500,0,17,0.01468,0.8515,6.64
BP,6,256,500,0,18,0.012554,0.8517,7.04
BP,6,256,500,0,19,0.010073,0.8525,7.43
BP,6,256,500,0,20,0.008375,0.8529,7.83
BP,6,256,500,0,21,0.007199,0.8531,8.22
BP,6,256,500,0,22,0.006345,0.8534,8.61
BP,6,256,500,0,23,0.005704,0.8536,9.0
BP,6,256,500,0,24,0.005108,0.8538,9.39
BP,6,256,500,0,25,0.004627,0.8547,9.79
BP,6,256,500,0,26,0.004195,0.8558,10.19
BP,6,256,500,0,27,0.003862,0.8557,10.59
BP,6,256,500,0,28,0.003682,0.8556,10.99
BP,6,256,500,0,29,0.003403,0.8556,11.4
BP,6,256,500,0,30,0.003065,0.8557,11.8
BP,6,256,500,1,1,1.90344,0.5987,0.4
BP,6,256,500,1,2,1.022346,0.7053,0.81
BP,6,256,500,1,3,0.713204,0.7504,1.22
BP,6,256,500,1,4,0.478459,0.8158,1.7
BP,6,256,500,1,5,0.295576,0.8346,2.21
BP,6,256,500,1,6,0.185243,0.821,2.65
BP,6,256,500,1,7,0.121677,0.8454,3.09
BP,6,256,500,1,8,0.079952,0.8361,3.51
BP,6,256,500,1,9,0.05857,0.8313,3.93
BP,6,256,500,1,10,0.052023,0.7872,4.36
BP,6,256,500,1,11,0.043716,0.8113,4.78
BP,6,256,500,1,12,0.095038,0.8313,5.19
BP,6,256,500,1,13,0.082553,0.8298,5.6
BP,6,256,500,1,14,0.063394,0.8272,6.0
BP,6,256,500,1,15,0.040198,0.8165,6.41
BP,6,256,500,1,16,0.038424,0.8231,6.82
BP,6,256,500,1,17,0.025889,0.8382,7.23
BP,6,256,500,1,18,0.023302,0.8274,7.64
BP,6,256,500,1,19,0.020056,0.8319,8.05
BP,6,256,500,1,20,0.008734,0.8299,8.46
BP,6,256,500,1,21,0.009629,0.8305,8.88
BP,6,256,500,1,22,0.008182,0.8249,9.3
BP,6,256,500,1,23,0.004189,0.8362,9.72
BP,6,256,500,1,24,0.002663,0.842,10.14
BP,6,256,500,1,25,0.00309,0.8422,10.56
BP,6,256,500,1,26,0.002292,0.838,10.98
BP,6,256,500,1,27,0.002219,0.8382,11.4
BP,6,256,500,1,28,0.001841,0.8384,11.82
BP,6,256,500,1,29,0.00169,0.8401,12.24
BP,6,256,500,1,30,0.00158,0.8409,12.67
BP,6,256,500,2,1,1.906785,0.5753,0.43
BP,6,256,500,2,2,0.981235,0.7516,0.85
BP,6,256,500,2,3,0.591101,0.8003,1.27
BP,6,256,500,2,4,0.370886,0.8261,1.7
BP,6,256,500,2,5,0.221129,0.8345,2.13
BP,6,256,500,2,6,0.131742,0.8301,2.55
BP,6,256,500,2,7,0.113319,0.821,2.98
BP,6,256,500,2,8,0.093791,0.8316,3.42
BP,6,256,500,2,9,0.075615,0.8135,3.84
BP,6,256,500,2,10,0.056667,0.8162,4.27
BP,6,256,500,2,11,0.082915,0.8276,4.7
BP,6,256,500,2,12,0.046407,0.829,5.13
BP,6,256,500,2,13,0.02274,0.852,5.56
BP,6,256,500,2,14,0.014312,0.842,5.99
BP,6,256,500,2,15,0.019036,0.8323,6.43
BP,6,256,500,2,16,0.013747,0.8438,6.87
BP,6,256,500,2,17,0.018412,0.8357,7.31
BP,6,256,500,2,18,0.020561,0.8354,7.75
BP,6,256,500,2,19,0.041443,0.8374,8.18
BP,6,256,500,2,20,0.052984,0.7923,8.62
BP,6,256,500,2,21,0.051503,0.8272,9.05
BP,6,256,500,2,22,0.041104,0.8311,9.49
BP,6,256,500,2,23,0.049,0.8323,9.93
BP,6,256,500,2,24,0.029982,0.8154,10.37
BP,6,256,500,2,25,0.053036,0.8314,10.81
BP,6,256,500,2,26,0.08624,0.808,11.24
BP,6,256,500,2,27,0.048429,0.8279,11.69
BP,6,256,500,2,28,0.051001,0.8476,12.12
BP,6,256,500,2,29,0.007894,0.848,12.56
BP,6,256,500,2,30,0.015254,0.8468,12.99
BP,6,256,1000,0,1,1.531625,0.6951,0.47
BP,6,256,1000,0,2,0.715024,0.8176,0.95
BP,6,256,1000,0,3,0.490334,0.7943,1.42
BP,6,256,1000,0,4,0.401761,0.8346,1.89
BP,6,256,1000,0,5,0.312603,0.8466,2.37
BP,6,256,1000,0,6,0.239149,0.8523,2.84
BP,6,256,1000,0,7,0.138237,0.8657,3.32
BP,6,256,1000,0,8,0.100957,0.8651,3.81
BP,6,256,1000,0,9,0.071425,0.8697,4.28
BP,6,256,1000,0,10,0.043125,0.8668,4.75
BP,6,256,1000,0,11,0.047242,0.8774,5.23
BP,6,256,1000,0,12,0.020958,0.8783,5.7
BP,6,256,1000,0,13,0.014044,0.8818,6.18
BP,6,256,1000,0,14,0.009404,0.8813,6.65
BP,6,256,1000,0,15,0.033784,0.8764,7.13
BP,6,256,1000,0,16,0.021288,0.866,7.61
BP,6,256,1000,0,17,0.019314,0.8835,8.08
BP,6,256,1000,0,18,0.011772,0.8767,8.56
BP,6,256,1000,0,19,0.009468,0.8834,9.03
BP,6,256,1000,0,20,0.004368,0.8868,9.5
BP,6,256,1000,0,21,0.002782,0.8851,9.97
BP,6,256,1000,0,22,0.002134,0.8874,10.44
BP,6,256,1000,0,23,0.001793,0.888,10.91
BP,6,256,1000,0,24,0.001568,0.8882,11.38
BP,6,256,1000,0,25,0.001443,0.888,11.85
BP,6,256,1000,0,26,0.001332,0.8881,12.32
BP,6,256,1000,0,27,0.001238,0.8883,12.83
BP,6,256,1000,0,28,0.001176,0.8887,13.42
BP,6,256,1000,0,29,0.001085,0.8884,13.9
BP,6,256,1000,0,30,0.001027,0.8885,14.37
BP,6,256,1000,1,1,1.586121,0.6926,0.46
BP,6,256,1000,1,2,0.820924,0.7634,0.93
BP,6,256,1000,1,3,0.602395,0.8267,1.39
BP,6,256,1000,1,4,0.425943,0.8074,1.85
BP,6,256,1000,1,5,0.286904,0.8079,2.3
BP,6,256,1000,1,6,0.239557,0.8544,2.76
BP,6,256,1000,1,7,0.160746,0.8722,3.21
BP,6,256,1000,1,8,0.139548,0.8761,3.67
BP,6,256,1000,1,9,0.112862,0.8799,4.13
BP,6,256,1000,1,10,0.120265,0.8773,4.59
BP,6,256,1000,1,11,0.083907,0.8737,5.04
BP,6,256,1000,1,12,0.084382,0.8752,5.5
BP,6,256,1000,1,13,0.059305,0.8662,5.95
BP,6,256,1000,1,14,0.076266,0.8642,6.4
BP,6,256,1000,1,15,0.074577,0.8621,6.85
BP,6,256,1000,1,16,0.041303,0.8658,7.3
BP,6,256,1000,1,17,0.071218,0.8666,7.75
BP,6,256,1000,1,18,0.057545,0.8779,8.2
BP,6,256,1000,1,19,0.026075,0.8903,8.64
BP,6,256,1000,1,20,0.017213,0.8831,9.1
BP,6,256,1000,1,21,0.014875,0.8959,9.56
BP,6,256,1000,1,22,0.033939,0.8951,10.01
BP,6,256,1000,1,23,0.018371,0.8916,10.46
BP,6,256,1000,1,24,0.013079,0.882,10.91
BP,6,256,1000,1,25,0.019271,0.8871,11.34
BP,6,256,1000,1,26,0.012863,0.8775,11.78
BP,6,256,1000,1,27,0.017963,0.8813,12.21
BP,6,256,1000,1,28,0.020894,0.8812,12.64
BP,6,256,1000,1,29,0.035406,0.8661,13.08
BP,6,256,1000,1,30,0.039575,0.8872,13.51
BP,6,256,1000,2,1,1.554988,0.6858,0.43
BP,6,256,1000,2,2,0.677627,0.8083,0.87
BP,6,256,1000,2,3,0.376862,0.8378,1.3
BP,6,256,1000,2,4,0.277664,0.8681,1.73
BP,6,256,1000,2,5,0.226795,0.8408,2.16
BP,6,256,1000,2,6,0.227068,0.8322,2.58
BP,6,256,1000,2,7,0.13868,0.8429,3.01
BP,6,256,1000,2,8,0.131461,0.859,3.43
BP,6,256,1000,2,9,0.088937,0.8806,3.85
BP,6,256,1000,2,10,0.062763,0.8786,4.28
BP,6,256,1000,2,11,0.043862,0.8784,4.7
BP,6,256,1000,2,12,0.036195,0.8752,5.12
BP,6,256,1000,2,13,0.031816,0.8778,5.54
BP,6,256,1000,2,14,0.049653,0.8649,5.96
BP,6,256,1000,2,15,0.087423,0.8587,6.38
BP,6,256,1000,2,16,0.117607,0.8494,6.8
BP,6,256,1000,2,17,0.065545,0.8598,7.21
BP,6,256,1000,2,18,0.138544,0.838,7.63
BP,6,256,1000,2,19,0.081972,0.8753,8.04
BP,6,256,1000,2,20,0.059327,0.873,8.46
BP,6,256,1000,2,21,0.031778,0.8829,8.87
BP,6,256,1000,2,22,0.01075,0.8867,9.28
BP,6,256,1000,2,23,0.004409,0.8877,9.69
BP,6,256,1000,2,24,0.00332,0.8867,10.1
BP,6,256,1000,2,25,0.002196,0.8934,10.51
BP,6,256,1000,2,26,0.001779,0.8946,10.92
BP,6,256,1000,2,27,0.001535,0.895,11.32
BP,6,256,1000,2,28,0.001402,0.8948,11.73
BP,6,256,1000,2,29,0.001279,0.8948,12.14
BP,6,256,1000,2,30,0.001182,0.8952,12.55
BP,6,256,5000,0,1,0.781422,0.8409,0.66
BP,6,256,5000,0,2,0.417003,0.897,1.4
BP,6,256,5000,0,3,0.26505,0.8933,2.07
BP,6,256,5000,0,4,0.235329,0.916,2.73
BP,6,256,5000,0,5,0.182487,0.9005,3.4
BP,6,256,5000,0,6,0.173496,0.9218,4.05
BP,6,256,5000,0,7,0.146567,0.9035,4.69
BP,6,256,5000,0,8,0.119634,0.9191,5.32
BP,6,256,5000,0,9,0.097289,0.9261,5.95
BP,6,256,5000,0,10,0.08777,0.9385,6.57
BP,6,256,5000,0,11,0.051195,0.9244,7.19
BP,6,256,5000,0,12,0.058687,0.9179,7.83
BP,6,256,5000,0,13,0.08823,0.9328,8.47
BP,6,256,5000,0,14,0.063437,0.929,9.1
BP,6,256,5000,0,15,0.048745,0.9195,9.73
BP,6,256,5000,0,16,0.0726,0.9274,10.35
BP,6,256,5000,0,17,0.042802,0.9294,10.97
BP,6,256,5000,0,18,0.024259,0.9357,11.62
BP,6,256,5000,0,19,0.017196,0.941,12.25
BP,6,256,5000,0,20,0.023145,0.9352,12.86
BP,6,256,5000,0,21,0.065558,0.9029,13.48
BP,6,256,5000,0,22,0.061612,0.9323,14.1
BP,6,256,5000,0,23,0.101987,0.9187,14.72
BP,6,256,5000,0,24,0.106246,0.9342,15.33
BP,6,256,5000,0,25,0.033183,0.9312,15.94
BP,6,256,5000,0,26,0.01576,0.9417,16.55
BP,6,256,5000,0,27,0.042479,0.9354,17.16
BP,6,256,5000,0,28,0.009256,0.9385,17.76
BP,6,256,5000,0,29,0.00477,0.9445,18.37
BP,6,256,5000,0,30,0.002229,0.9424,18.98
BP,6,256,5000,1,1,0.796529,0.8641,0.61
BP,6,256,5000,1,2,0.369803,0.8796,1.22
BP,6,256,5000,1,3,0.243005,0.9054,1.83
BP,6,256,5000,1,4,0.181568,0.9116,2.43
BP,6,256,5000,1,5,0.158067,0.9007,3.04
BP,6,256,5000,1,6,0.162283,0.9155,3.64
BP,6,256,5000,1,7,0.103515,0.9309,4.24
BP,6,256,5000,1,8,0.079049,0.9186,4.84
BP,6,256,5000,1,9,0.098864,0.9193,5.44
BP,6,256,5000,1,10,0.07408,0.9326,6.04
BP,6,256,5000,1,11,0.061578,0.9187,6.65
BP,6,256,5000,1,12,0.084203,0.9178,7.24
BP,6,256,5000,1,13,0.099371,0.9208,7.84
BP,6,256,5000,1,14,0.055959,0.9312,8.44
BP,6,256,5000,1,15,0.115294,0.9297,9.03
BP,6,256,5000,1,16,0.05952,0.9214,9.62
BP,6,256,5000,1,17,0.04532,0.9363,10.21
BP,6,256,5000,1,18,0.023631,0.9253,10.81
BP,6,256,5000,1,19,0.028066,0.9406,11.41
BP,6,256,5000,1,20,0.026742,0.9346,12.12
BP,6,256,5000,1,21,0.01123,0.938,12.74
BP,6,256,5000,1,22,0.05137,0.9356,13.38
BP,6,256,5000,1,23,0.063528,0.9326,14.0
BP,6,256,5000,1,24,0.024072,0.94,14.6
BP,6,256,5000,1,25,0.022662,0.9405,15.19
BP,6,256,5000,1,26,0.030107,0.927,15.78
BP,6,256,5000,1,27,0.064737,0.9207,16.37
BP,6,256,5000,1,28,0.051004,0.9292,16.96
BP,6,256,5000,1,29,0.034904,0.9369,17.55
BP,6,256,5000,1,30,0.009129,0.9415,18.14
BP,6,256,5000,2,1,0.809936,0.8496,0.59
BP,6,256,5000,2,2,0.393071,0.8681,1.19
BP,6,256,5000,2,3,0.271922,0.915,1.79
BP,6,256,5000,2,4,0.236226,0.8994,2.39
BP,6,256,5000,2,5,0.202353,0.9176,2.99
BP,6,256,5000,2,6,0.143637,0.9068,3.58
BP,6,256,5000,2,7,0.120776,0.9175,4.17
BP,6,256,5000,2,8,0.09613,0.9282,4.76
BP,6,256,5000,2,9,0.076349,0.9267,5.34
BP,6,256,5000,2,10,0.096901,0.9189,5.92
BP,6,256,5000,2,11,0.066653,0.9189,6.51
BP,6,256,5000,2,12,0.121396,0.9028,7.09
BP,6,256,5000,2,13,0.088671,0.9292,7.68
BP,6,256,5000,2,14,0.036927,0.9373,8.27
BP,6,256,5000,2,15,0.029342,0.9265,8.86
BP,6,256,5000,2,16,0.031158,0.9396,9.45
BP,6,256,5000,2,17,0.026406,0.9435,10.04
BP,6,256,5000,2,18,0.022666,0.9389,10.62
BP,6,256,5000,2,19,0.045381,0.9306,11.2
BP,6,256,5000,2,20,0.021808,0.937,11.77
BP,6,256,5000,2,21,0.067728,0.9305,12.35
BP,6,256,5000,2,22,0.029398,0.9389,12.92
BP,6,256,5000,2,23,0.031587,0.9377,13.5
BP,6,256,5000,2,24,0.023687,0.9337,14.08
BP,6,256,5000,2,25,0.042647,0.9273,14.65
BP,6,256,5000,2,26,0.098339,0.9349,15.22
BP,6,256,5000,2,27,0.046267,0.9363,15.8
BP,6,256,5000,2,28,0.038762,0.9355,16.38
BP,6,256,5000,2,29,0.019598,0.9394,16.96
BP,6,256,5000,2,30,0.025701,0.9368,17.53
